#####################################################################
# Alchemist log file - simulation started at: 2024-06-04T14:07+0000 #
#####################################################################
#
# seed = 10.0, NumberOfHerds = 1, intrinsicForwardCoefficient = 1.0, intrinsicLateralMultiplier = 0.5
#
# The columns have the following meaning: 
# time 0-1 1-2 2-3 3-4 4-5 5-6 6-10 >10 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0036005446229951943 101.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10.003600544622994 0.0 4.0 10.0 8.0 16.0 18.0 41.0 4.0
20.003600544622994 0.0 0.0 1.0 4.0 10.0 17.0 67.0 2.0
30.003600544622994 0.0 0.0 3.0 3.0 6.0 20.0 66.0 3.0
40.003600544623 0.0 1.0 3.0 6.0 14.0 27.0 47.0 3.0
50.003600544623 0.0 1.0 4.0 8.0 13.0 23.0 50.0 2.0
60.003600544623 0.0 0.0 2.0 10.0 26.0 22.0 41.0 0.0
70.003600544623 0.0 0.0 4.0 15.0 19.0 31.0 32.0 0.0
80.003600544623 0.0 0.0 2.0 13.0 26.0 35.0 25.0 0.0
90.003600544623 0.0 0.0 10.0 17.0 14.0 27.0 33.0 0.0
100.003600544623 0.0 1.0 7.0 14.0 19.0 30.0 30.0 0.0
110.003600544623 0.0 0.0 4.0 9.0 28.0 33.0 27.0 0.0
120.003600544623 0.0 0.0 6.0 12.0 22.0 28.0 31.0 2.0
130.003600544623 0.0 0.0 4.0 16.0 15.0 32.0 34.0 0.0
140.003600544623 1.0 0.0 5.0 13.0 16.0 22.0 44.0 0.0
150.003600544623 0.0 2.0 6.0 8.0 20.0 21.0 42.0 2.0
160.003600544623 0.0 0.0 5.0 14.0 9.0 34.0 39.0 0.0
170.003600544623 0.0 0.0 4.0 9.0 16.0 32.0 39.0 1.0
180.003600544623 0.0 1.0 7.0 7.0 18.0 40.0 28.0 0.0
190.003600544623 0.0 0.0 5.0 10.0 15.0 33.0 38.0 0.0
200.003600544623 0.0 0.0 10.0 12.0 14.0 31.0 34.0 0.0
210.003600544623 1.0 0.0 5.0 16.0 15.0 30.0 34.0 0.0
220.003600544623 0.0 0.0 5.0 8.0 12.0 37.0 39.0 0.0
230.003600544623 0.0 0.0 8.0 6.0 13.0 31.0 43.0 0.0
240.003600544623 0.0 0.0 2.0 10.0 11.0 25.0 53.0 0.0
250.003600544623 0.0 1.0 0.0 3.0 15.0 30.0 52.0 0.0
260.003600544623 0.0 0.0 3.0 6.0 12.0 36.0 43.0 1.0
270.003600544623 0.0 0.0 0.0 4.0 11.0 40.0 46.0 0.0
280.003600544623 0.0 0.0 3.0 6.0 16.0 40.0 36.0 0.0
290.003600544623 0.0 0.0 10.0 12.0 9.0 28.0 42.0 0.0
300.003600544623 0.0 0.0 3.0 9.0 18.0 33.0 38.0 0.0
310.003600544623 0.0 0.0 3.0 7.0 13.0 44.0 33.0 1.0
320.003600544623 0.0 2.0 4.0 11.0 16.0 39.0 29.0 0.0
330.003600544623 0.0 1.0 3.0 7.0 15.0 32.0 43.0 0.0
340.003600544623 0.0 0.0 3.0 15.0 20.0 28.0 35.0 0.0
350.003600544623 0.0 0.0 3.0 13.0 14.0 31.0 39.0 1.0
360.003600544623 0.0 0.0 4.0 7.0 18.0 28.0 44.0 0.0
370.003600544623 0.0 0.0 5.0 10.0 23.0 28.0 35.0 0.0
380.003600544623 0.0 3.0 6.0 18.0 14.0 30.0 30.0 0.0
390.003600544623 0.0 0.0 7.0 5.0 19.0 32.0 38.0 0.0
400.003600544623 0.0 0.0 2.0 8.0 19.0 27.0 45.0 0.0
410.003600544623 0.0 0.0 5.0 16.0 21.0 27.0 32.0 0.0
420.003600544623 0.0 0.0 10.0 13.0 15.0 20.0 42.0 1.0
430.003600544623 0.0 2.0 5.0 9.0 20.0 25.0 40.0 0.0
440.003600544623 0.0 0.0 2.0 12.0 16.0 35.0 35.0 1.0
450.003600544623 0.0 1.0 3.0 8.0 18.0 34.0 37.0 0.0
460.003600544623 0.0 1.0 5.0 12.0 26.0 37.0 20.0 0.0
470.003600544623 0.0 0.0 2.0 14.0 17.0 39.0 29.0 0.0
480.003600544623 1.0 1.0 2.0 13.0 22.0 34.0 28.0 0.0
490.003600544623 0.0 0.0 8.0 15.0 21.0 24.0 33.0 0.0
500.003600544623 0.0 1.0 3.0 12.0 14.0 28.0 43.0 0.0
510.003600544623 0.0 2.0 5.0 12.0 15.0 22.0 45.0 0.0
520.0036005446229 0.0 1.0 4.0 5.0 22.0 39.0 30.0 0.0
530.0036005446229 0.0 0.0 3.0 9.0 20.0 23.0 46.0 0.0
540.0036005446229 0.0 0.0 3.0 9.0 17.0 42.0 30.0 0.0
550.0036005446229 0.0 1.0 2.0 10.0 21.0 27.0 40.0 0.0
560.0036005446229 0.0 0.0 2.0 11.0 16.0 28.0 44.0 0.0
570.0036005446229 0.0 1.0 6.0 4.0 9.0 34.0 44.0 3.0
580.0036005446229 0.0 2.0 1.0 10.0 7.0 25.0 56.0 0.0
590.0036005446229 0.0 0.0 5.0 7.0 28.0 23.0 37.0 1.0
600.0036005446229 0.0 0.0 5.0 8.0 20.0 26.0 42.0 0.0
610.0036005446229 0.0 0.0 5.0 8.0 21.0 32.0 35.0 0.0
620.0036005446229 0.0 0.0 3.0 10.0 14.0 28.0 46.0 0.0
630.0036005446229 0.0 0.0 5.0 11.0 18.0 25.0 42.0 0.0
640.0036005446229 0.0 0.0 7.0 11.0 19.0 25.0 39.0 0.0
650.0036005446229 0.0 0.0 2.0 9.0 16.0 39.0 35.0 0.0
660.0036005446229 0.0 0.0 2.0 9.0 19.0 33.0 38.0 0.0
670.0036005446229 0.0 0.0 3.0 12.0 18.0 28.0 40.0 0.0
680.0036005446229 0.0 0.0 5.0 4.0 16.0 31.0 45.0 0.0
690.0036005446229 0.0 0.0 7.0 11.0 18.0 28.0 37.0 0.0
700.0036005446229 0.0 0.0 5.0 6.0 17.0 30.0 43.0 0.0
710.0036005446229 0.0 1.0 5.0 14.0 14.0 27.0 40.0 0.0
720.0036005446229 0.0 2.0 4.0 15.0 20.0 28.0 32.0 0.0
730.0036005446229 1.0 0.0 7.0 14.0 24.0 31.0 24.0 0.0
740.0036005446229 0.0 0.0 8.0 12.0 22.0 27.0 31.0 1.0
750.0036005446229 0.0 1.0 9.0 11.0 24.0 30.0 26.0 0.0
760.0036005446229 0.0 0.0 1.0 16.0 16.0 38.0 30.0 0.0
770.0036005446229 0.0 0.0 4.0 10.0 19.0 33.0 35.0 0.0
780.0036005446229 0.0 1.0 3.0 13.0 22.0 28.0 34.0 0.0
790.0036005446229 0.0 0.0 3.0 19.0 19.0 22.0 38.0 0.0
800.0036005446229 0.0 0.0 6.0 12.0 14.0 24.0 45.0 0.0
810.0036005446229 0.0 1.0 7.0 9.0 21.0 30.0 33.0 0.0
820.0036005446229 0.0 0.0 9.0 10.0 19.0 32.0 31.0 0.0
830.0036005446229 0.0 2.0 5.0 12.0 18.0 38.0 26.0 0.0
840.0036005446229 0.0 1.0 7.0 13.0 23.0 34.0 23.0 0.0
850.0036005446229 0.0 1.0 8.0 11.0 16.0 35.0 30.0 0.0
860.0036005446229 0.0 0.0 7.0 11.0 20.0 30.0 32.0 1.0
870.0036005446229 0.0 0.0 8.0 16.0 13.0 32.0 31.0 1.0
880.0036005446229 0.0 0.0 6.0 16.0 23.0 33.0 23.0 0.0
890.0036005446229 0.0 1.0 4.0 17.0 28.0 24.0 27.0 0.0
900.0036005446229 0.0 0.0 4.0 21.0 21.0 31.0 24.0 0.0
910.0036005446229 0.0 0.0 5.0 10.0 15.0 36.0 35.0 0.0
920.0036005446229 0.0 0.0 6.0 18.0 13.0 30.0 34.0 0.0
930.0036005446229 0.0 2.0 4.0 5.0 23.0 37.0 30.0 0.0
940.0036005446229 0.0 1.0 2.0 15.0 23.0 31.0 29.0 0.0
950.0036005446229 0.0 0.0 6.0 6.0 27.0 23.0 37.0 2.0
960.0036005446229 0.0 1.0 4.0 10.0 17.0 31.0 38.0 0.0
970.0036005446229 0.0 0.0 5.0 8.0 21.0 33.0 34.0 0.0
980.0036005446229 0.0 0.0 3.0 11.0 12.0 19.0 55.0 1.0
990.0036005446229 0.0 0.0 2.0 9.0 17.0 31.0 42.0 0.0
1000.0036005446229 0.0 1.0 7.0 11.0 15.0 26.0 41.0 0.0
1010.0036005446229 0.0 0.0 9.0 11.0 16.0 26.0 39.0 0.0
1020.0036005446229 0.0 1.0 3.0 3.0 12.0 38.0 44.0 0.0
1030.003600544623 0.0 0.0 1.0 9.0 13.0 34.0 44.0 0.0
1040.003600544623 0.0 0.0 4.0 6.0 18.0 36.0 37.0 0.0
1050.003600544623 0.0 0.0 4.0 9.0 21.0 41.0 26.0 0.0
1060.003600544623 0.0 1.0 6.0 12.0 20.0 27.0 35.0 0.0
