#####################################################################
# Alchemist log file - simulation started at: 2024-06-05T12:49+0000 #
#####################################################################
#
# seed = 0.0, NumberOfHerds = 1, intrinsicForwardCoefficient = 0.8286427728546845, intrinsicLateralMultiplier = 0.75
#
# The columns have the following meaning: 
# time 0.0-0.75 0.75-1.5 1.5-2.25 2.25-3.0 3.0-3.75 3.75-4.5 4.5-5.25 5.25-6.0 6.0-6.75 6.75-7.5 7.5-8.25 8.25-9.0 9.0-9.75 9.75-10.5 10.5-11.25 11.25-12.0 12.0-12.75 12.75-13.5 13.5-14.25 14.25-15.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0011337332612453288 102.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10.001133733261245 0.0 0.0 1.0 4.0 9.0 22.0 20.0 17.0 12.0 9.0 2.0 4.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
20.001133733261245 0.0 0.0 0.0 3.0 11.0 14.0 16.0 21.0 19.0 12.0 4.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
30.001133733261245 0.0 1.0 1.0 2.0 10.0 9.0 22.0 18.0 18.0 10.0 8.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
40.00113373326124 0.0 0.0 3.0 5.0 10.0 17.0 12.0 21.0 18.0 5.0 3.0 5.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0
50.00113373326124 0.0 0.0 4.0 3.0 16.0 18.0 14.0 15.0 16.0 9.0 5.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.00113373326124 0.0 0.0 0.0 6.0 19.0 19.0 19.0 12.0 16.0 8.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.00113373326124 0.0 0.0 5.0 3.0 19.0 23.0 18.0 12.0 12.0 6.0 1.0 2.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.00113373326124 0.0 0.0 2.0 4.0 15.0 25.0 13.0 23.0 13.0 4.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
90.00113373326124 0.0 0.0 3.0 9.0 18.0 18.0 17.0 20.0 14.0 2.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
100.00113373326124 0.0 2.0 1.0 5.0 21.0 23.0 25.0 12.0 7.0 5.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
110.00113373326124 0.0 0.0 5.0 11.0 20.0 22.0 17.0 11.0 10.0 3.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
120.00113373326124 0.0 0.0 4.0 9.0 26.0 21.0 14.0 20.0 4.0 3.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
130.00113373326124 0.0 0.0 3.0 10.0 14.0 28.0 17.0 18.0 4.0 7.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
140.00113373326124 0.0 0.0 0.0 4.0 18.0 27.0 17.0 18.0 9.0 5.0 3.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
150.00113373326124 0.0 0.0 3.0 5.0 26.0 26.0 19.0 13.0 6.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
160.00113373326124 0.0 0.0 2.0 6.0 21.0 21.0 22.0 18.0 6.0 3.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
170.00113373326124 0.0 0.0 4.0 9.0 12.0 21.0 17.0 16.0 15.0 7.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
180.00113373326124 0.0 0.0 0.0 5.0 15.0 25.0 25.0 21.0 5.0 5.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
190.00113373326124 0.0 1.0 0.0 3.0 13.0 27.0 20.0 22.0 8.0 7.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
200.00113373326124 0.0 0.0 0.0 5.0 16.0 24.0 20.0 20.0 11.0 5.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
210.00113373326124 1.0 0.0 1.0 9.0 17.0 22.0 18.0 16.0 13.0 4.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
220.00113373326124 0.0 1.0 4.0 2.0 25.0 19.0 24.0 17.0 6.0 2.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
230.00113373326124 0.0 0.0 0.0 4.0 19.0 24.0 29.0 20.0 4.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
240.00113373326124 0.0 0.0 3.0 5.0 17.0 22.0 25.0 19.0 7.0 2.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
250.00113373326124 0.0 0.0 0.0 5.0 27.0 21.0 20.0 16.0 7.0 5.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
260.0011337332612 0.0 0.0 3.0 8.0 15.0 15.0 24.0 24.0 11.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
270.0011337332612 0.0 0.0 3.0 4.0 12.0 29.0 25.0 15.0 3.0 8.0 2.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
280.0011337332612 0.0 2.0 2.0 5.0 18.0 25.0 20.0 16.0 10.0 3.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
290.0011337332612 0.0 2.0 0.0 5.0 18.0 25.0 20.0 16.0 11.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
300.0011337332612 0.0 0.0 2.0 10.0 12.0 24.0 19.0 18.0 10.0 4.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
310.0011337332612 0.0 0.0 1.0 9.0 19.0 27.0 13.0 20.0 8.0 4.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
320.0011337332612 0.0 0.0 1.0 6.0 23.0 19.0 26.0 15.0 9.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
330.0011337332612 0.0 1.0 1.0 5.0 17.0 21.0 24.0 22.0 8.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
340.0011337332612 0.0 0.0 2.0 3.0 15.0 27.0 22.0 19.0 11.0 2.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
350.0011337332612 0.0 0.0 3.0 13.0 18.0 26.0 23.0 14.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
360.0011337332612 0.0 0.0 4.0 6.0 16.0 22.0 24.0 15.0 13.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
370.0011337332612 0.0 0.0 2.0 7.0 17.0 24.0 16.0 24.0 10.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
380.0011337332612 0.0 0.0 1.0 4.0 27.0 19.0 25.0 19.0 5.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
390.0011337332612 0.0 0.0 2.0 7.0 15.0 20.0 29.0 12.0 12.0 3.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
400.0011337332612 0.0 0.0 0.0 5.0 23.0 21.0 14.0 17.0 9.0 9.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
410.0011337332612 0.0 0.0 3.0 6.0 21.0 25.0 17.0 17.0 8.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
420.0011337332612 0.0 0.0 1.0 4.0 12.0 18.0 30.0 18.0 12.0 7.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
430.0011337332612 0.0 2.0 0.0 5.0 15.0 19.0 21.0 28.0 9.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
440.0011337332612 0.0 0.0 5.0 5.0 15.0 22.0 19.0 20.0 9.0 6.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
450.0011337332612 0.0 0.0 1.0 4.0 12.0 25.0 21.0 27.0 9.0 2.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
460.0011337332612 0.0 0.0 2.0 7.0 16.0 27.0 19.0 23.0 7.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
470.0011337332612 0.0 0.0 0.0 5.0 8.0 27.0 26.0 26.0 6.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
480.0011337332612 0.0 0.0 3.0 4.0 10.0 30.0 26.0 23.0 4.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
490.0011337332612 0.0 1.0 1.0 8.0 17.0 17.0 30.0 9.0 15.0 2.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
500.0011337332612 0.0 0.0 1.0 3.0 17.0 23.0 22.0 20.0 9.0 6.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
510.0011337332612 0.0 0.0 0.0 5.0 12.0 22.0 29.0 14.0 12.0 4.0 3.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
520.0011337332612 0.0 0.0 2.0 6.0 25.0 13.0 21.0 23.0 10.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
530.0011337332612 0.0 1.0 3.0 9.0 26.0 22.0 21.0 13.0 7.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
540.0011337332612 0.0 0.0 4.0 6.0 18.0 22.0 29.0 13.0 7.0 2.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
550.0011337332612 0.0 1.0 3.0 5.0 21.0 16.0 17.0 25.0 13.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
560.0011337332612 0.0 1.0 2.0 6.0 17.0 15.0 28.0 21.0 5.0 5.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
570.0011337332612 0.0 0.0 1.0 10.0 20.0 24.0 26.0 14.0 4.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
580.0011337332612 0.0 1.0 4.0 6.0 19.0 28.0 16.0 15.0 9.0 3.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
590.0011337332612 0.0 0.0 4.0 3.0 19.0 25.0 25.0 11.0 11.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
600.0011337332612 0.0 0.0 2.0 4.0 22.0 15.0 24.0 15.0 11.0 7.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
610.0011337332612 0.0 0.0 2.0 3.0 13.0 25.0 28.0 17.0 9.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
620.0011337332612 0.0 0.0 1.0 7.0 12.0 24.0 16.0 26.0 10.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
630.0011337332612 0.0 0.0 0.0 10.0 21.0 27.0 21.0 17.0 4.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
640.0011337332612 0.0 0.0 2.0 4.0 21.0 20.0 18.0 17.0 10.0 8.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
650.0011337332612 0.0 0.0 1.0 7.0 17.0 28.0 27.0 10.0 9.0 2.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
660.0011337332612 0.0 1.0 2.0 11.0 23.0 23.0 21.0 16.0 3.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
670.0011337332612 0.0 0.0 0.0 5.0 20.0 21.0 18.0 26.0 6.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
680.0011337332612 0.0 0.0 1.0 5.0 12.0 25.0 21.0 19.0 14.0 4.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
690.0011337332612 0.0 0.0 3.0 7.0 22.0 22.0 24.0 11.0 8.0 2.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
700.0011337332612 0.0 0.0 1.0 12.0 24.0 21.0 15.0 16.0 10.0 2.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
710.0011337332612 0.0 1.0 2.0 3.0 24.0 24.0 17.0 21.0 9.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
720.0011337332612 0.0 0.0 1.0 8.0 22.0 25.0 16.0 19.0 10.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
730.0011337332612 0.0 0.0 3.0 10.0 15.0 23.0 16.0 24.0 9.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
740.0011337332612 0.0 0.0 0.0 5.0 23.0 20.0 19.0 20.0 11.0 2.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
750.0011337332612 0.0 0.0 4.0 5.0 25.0 25.0 16.0 21.0 4.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
760.0011337332612 0.0 0.0 2.0 3.0 21.0 23.0 22.0 20.0 7.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
770.0011337332612 0.0 1.0 2.0 7.0 18.0 23.0 27.0 15.0 8.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
780.0011337332612 0.0 0.0 2.0 5.0 22.0 18.0 25.0 19.0 8.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
790.0011337332612 0.0 0.0 1.0 11.0 24.0 26.0 23.0 15.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
800.0011337332612 0.0 0.0 2.0 4.0 19.0 26.0 26.0 19.0 2.0 3.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
810.0011337332612 0.0 1.0 3.0 4.0 13.0 23.0 24.0 20.0 5.0 5.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
820.0011337332612 0.0 0.0 1.0 7.0 17.0 24.0 15.0 21.0 13.0 3.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
830.0011337332612 1.0 0.0 1.0 4.0 18.0 27.0 15.0 16.0 13.0 5.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
840.0011337332612 0.0 0.0 1.0 7.0 15.0 22.0 25.0 19.0 7.0 5.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
850.0011337332612 0.0 0.0 2.0 10.0 20.0 25.0 25.0 13.0 6.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
860.0011337332612 0.0 0.0 3.0 5.0 11.0 14.0 32.0 21.0 10.0 3.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
870.0011337332612 0.0 0.0 1.0 4.0 20.0 20.0 24.0 16.0 10.0 5.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
880.0011337332612 0.0 1.0 4.0 6.0 20.0 18.0 31.0 13.0 3.0 5.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
890.0011337332612 0.0 2.0 2.0 8.0 22.0 20.0 15.0 16.0 12.0 3.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
